date,country_iso3,country,year,month,period_type,observation_status,fires,burnt_area_ha,product,source_url
2016-07-31,UKR,Ukraine,2016,7,month,historical_monthly,1932,493178.304,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2016-08-31,RUS,Russia,2016,8,month,historical_monthly,1808,1216685.3700000003,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2016-08-31,UKR,Ukraine,2016,8,month,historical_monthly,2008,582004.062,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2016-09-30,RUS,Russia,2016,9,month,historical_monthly,1632,1348528.7229999998,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2016-09-30,UKR,Ukraine,2016,9,month,historical_monthly,630,151098.245,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2016-10-31,RUS,Russia,2016,10,month,historical_monthly,493,565818.798,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2016-10-31,UKR,Ukraine,2016,10,month,historical_monthly,432,125961.71199999998,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2016-11-30,RUS,Russia,2016,11,month,historical_monthly,138,81462.969,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2016-11-30,UKR,Ukraine,2016,11,month,historical_monthly,10,2833.4970000000003,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2016-12-31,RUS,Russia,2016,12,month,historical_monthly,0,0,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2016-12-31,UKR,Ukraine,2016,12,month,historical_monthly,0,0,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-01-31,RUS,Russia,2017,1,month,historical_monthly,0,0,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-01-31,UKR,Ukraine,2017,1,month,historical_monthly,0,0,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-02-28,RUS,Russia,2017,2,month,historical_monthly,211,46258.948000000004,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-02-28,UKR,Ukraine,2017,2,month,historical_monthly,188,51239.02500000001,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-03-31,RUS,Russia,2017,3,month,historical_monthly,1393,820511.3199999998,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-03-31,UKR,Ukraine,2017,3,month,historical_monthly,905,453917.233,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-04-30,RUS,Russia,2017,4,month,historical_monthly,2280,1733390.2550000001,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-04-30,UKR,Ukraine,2017,4,month,historical_monthly,150,45078.322,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-05-31,RUS,Russia,2017,5,month,historical_monthly,424,224897.90000000002,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-05-31,UKR,Ukraine,2017,5,month,historical_monthly,6,1674.339,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-06-30,RUS,Russia,2017,6,month,historical_monthly,797,690449.6250000001,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-06-30,UKR,Ukraine,2017,6,month,historical_monthly,260,80024.754,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-07-31,RUS,Russia,2017,7,month,historical_monthly,1696,1438771.226,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-07-31,UKR,Ukraine,2017,7,month,historical_monthly,2945,816497.197,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-08-31,RUS,Russia,2017,8,month,historical_monthly,1905,1963568.761,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-08-31,UKR,Ukraine,2017,8,month,historical_monthly,1761,689269.0070000001,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-09-30,RUS,Russia,2017,9,month,historical_monthly,1973,735807.0079999999,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-09-30,UKR,Ukraine,2017,9,month,historical_monthly,809,215646.104,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-10-31,RUS,Russia,2017,10,month,historical_monthly,808,368225.493,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-10-31,UKR,Ukraine,2017,10,month,historical_monthly,407,98764.45999999999,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-11-30,RUS,Russia,2017,11,month,historical_monthly,117,65127.441999999995,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-11-30,UKR,Ukraine,2017,11,month,historical_monthly,3,794.238,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-12-31,RUS,Russia,2017,12,month,historical_monthly,5,5581.126000000001,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2017-12-31,UKR,Ukraine,2017,12,month,historical_monthly,0,0,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-01-31,RUS,Russia,2018,1,month,historical_monthly,5,13158.576000000001,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-01-31,UKR,Ukraine,2018,1,month,historical_monthly,0,0,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-02-28,RUS,Russia,2018,2,month,historical_monthly,5,5666.989,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-02-28,UKR,Ukraine,2018,2,month,historical_monthly,0,0,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-03-31,RUS,Russia,2018,3,month,historical_monthly,1850,1761961.325,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-03-31,UKR,Ukraine,2018,3,month,historical_monthly,754,395508.6009999999,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-04-30,RUS,Russia,2018,4,month,historical_monthly,3451,3083249.873,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-04-30,UKR,Ukraine,2018,4,month,historical_monthly,259,91873.91200000001,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-05-31,RUS,Russia,2018,5,month,historical_monthly,1140,1854135.7619999999,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-05-31,UKR,Ukraine,2018,5,month,historical_monthly,13,4078.515999999999,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-06-30,RUS,Russia,2018,6,month,historical_monthly,996,764356.6080000002,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-06-30,UKR,Ukraine,2018,6,month,historical_monthly,270,69892.86400000002,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-07-31,RUS,Russia,2018,7,month,historical_monthly,2399,2147423.9080000003,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-07-31,UKR,Ukraine,2018,7,month,historical_monthly,433,121775.86800000002,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-08-31,RUS,Russia,2018,8,month,historical_monthly,1813,1273398.1880000003,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-08-31,UKR,Ukraine,2018,8,month,historical_monthly,525,136522.921,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-09-30,RUS,Russia,2018,9,month,historical_monthly,1309,661663.9020000001,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-09-30,UKR,Ukraine,2018,9,month,historical_monthly,409,126433.95899999999,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-10-31,RUS,Russia,2018,10,month,historical_monthly,671,254434.941,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-10-31,UKR,Ukraine,2018,10,month,historical_monthly,465,130877.39199999999,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-11-30,RUS,Russia,2018,11,month,historical_monthly,271,113575.90699999999,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-11-30,UKR,Ukraine,2018,11,month,historical_monthly,145,41300.333,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-12-31,RUS,Russia,2018,12,month,historical_monthly,20,13502.030999999999,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2018-12-31,UKR,Ukraine,2018,12,month,historical_monthly,0,0,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-01-31,RUS,Russia,2019,1,month,historical_monthly,70,64848.38500000001,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-01-31,UKR,Ukraine,2019,1,month,historical_monthly,3,279.056,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-02-28,RUS,Russia,2019,2,month,historical_monthly,703,576873.7230000001,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-02-28,UKR,Ukraine,2019,2,month,historical_monthly,80,20049.12,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-03-31,RUS,Russia,2019,3,month,historical_monthly,1767,856895.9670000002,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-03-31,UKR,Ukraine,2019,3,month,historical_monthly,706,300200.15700000006,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-04-30,RUS,Russia,2019,4,month,historical_monthly,3620,2375369.9559999984,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-04-30,UKR,Ukraine,2019,4,month,historical_monthly,87,79402.24999999999,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-05-31,RUS,Russia,2019,5,month,historical_monthly,804,649965,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-05-31,UKR,Ukraine,2019,5,month,historical_monthly,3,579.578,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-06-30,RUS,Russia,2019,6,month,historical_monthly,766,796190.4870000001,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-06-30,UKR,Ukraine,2019,6,month,historical_monthly,13,118835.041,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-07-31,RUS,Russia,2019,7,month,historical_monthly,2852,3305872.3629999994,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-07-31,UKR,Ukraine,2019,7,month,historical_monthly,950,243680.526,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-08-31,RUS,Russia,2019,8,month,historical_monthly,3165,2100177.526,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-08-31,UKR,Ukraine,2019,8,month,historical_monthly,857,225284.282,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-09-30,RUS,Russia,2019,9,month,historical_monthly,1238,442797.92100000003,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-09-30,UKR,Ukraine,2019,9,month,historical_monthly,470,115228.778,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-10-31,RUS,Russia,2019,10,month,historical_monthly,799,303183.921,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-10-31,UKR,Ukraine,2019,10,month,historical_monthly,2090,979659.2490000002,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-11-30,RUS,Russia,2019,11,month,historical_monthly,154,64698.128,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-11-30,UKR,Ukraine,2019,11,month,historical_monthly,59,13888.418,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-12-31,RUS,Russia,2019,12,month,historical_monthly,49,34796.172,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2019-12-31,UKR,Ukraine,2019,12,month,historical_monthly,5,1073.294,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-01-31,RUS,Russia,2020,1,month,historical_monthly,0,0,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-01-31,UKR,Ukraine,2020,1,month,historical_monthly,1,321.988,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-02-29,RUS,Russia,2020,2,month,historical_monthly,331,114692.132,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-02-29,UKR,Ukraine,2020,2,month,historical_monthly,270,75731.583,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-03-31,RUS,Russia,2020,3,month,historical_monthly,2076,1166927.4930000002,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-03-31,UKR,Ukraine,2020,3,month,historical_monthly,739,277510.741,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-04-30,RUS,Russia,2020,4,month,historical_monthly,2429,1756337.2719999994,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-04-30,UKR,Ukraine,2020,4,month,historical_monthly,236,144121.83299999998,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-05-31,RUS,Russia,2020,5,month,historical_monthly,326,196455.61899999995,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-05-31,UKR,Ukraine,2020,5,month,historical_monthly,2,536.6469999999999,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-06-30,RUS,Russia,2020,6,month,historical_monthly,1259,890790.5669999998,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-06-30,UKR,Ukraine,2020,6,month,historical_monthly,116,30824.986000000004,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-07-31,RUS,Russia,2020,7,month,historical_monthly,3349,2981415.781,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-07-31,UKR,Ukraine,2020,7,month,historical_monthly,628,165952.61999999997,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-08-31,RUS,Russia,2020,8,month,historical_monthly,1763,1626898.096,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-08-31,UKR,Ukraine,2020,8,month,historical_monthly,710,186774.516,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-09-30,RUS,Russia,2020,9,month,historical_monthly,2417,1255001.9370000002,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-09-30,UKR,Ukraine,2020,9,month,historical_monthly,341,111107.33000000002,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-10-31,RUS,Russia,2020,10,month,historical_monthly,1094,370071.559,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-10-31,UKR,Ukraine,2020,10,month,historical_monthly,498,216418.876,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-11-30,RUS,Russia,2020,11,month,historical_monthly,162,137488.88400000002,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-11-30,UKR,Ukraine,2020,11,month,historical_monthly,53,14467.997000000001,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-12-31,RUS,Russia,2020,12,month,historical_monthly,19,12879.519,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2020-12-31,UKR,Ukraine,2020,12,month,historical_monthly,0,0,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2021-01-31,RUS,Russia,2021,1,month,historical_monthly,2,279.057,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2021-01-31,UKR,Ukraine,2021,1,month,historical_monthly,0,0,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=UKR&year=2024&yearFrom=2012&yearTo=2024&env=PROD
2021-02-28,RUS,Russia,2021,2,month,historical_monthly,22,36105.589,MODIS MCD64A1 / GlobFire,https://cprof.effis.emergency.copernicus.eu/api/v3/banf?level=ADM0&value=RUS&year=2024&yearFrom=2012&yearTo=2024&env=PROD
